Feature1,Feature2
5.44427464460774,4.876332649487891
5.579310239776245,6.362239316276035
4.790566854783056,4.790581539286676
6.412490882565344,5.686414489072018
4.580089343741791,5.4852804557333865
4.585506614758088,4.583438644749072
5.216417634884767,3.2887101251750943
3.457186588359705,4.497074744686714
4.094096306081983,5.281071358972407
4.187838576771268,3.736797167575891
6.31091611137899,4.798059537761475
5.060399062432287,3.7256664819228726
4.51308928887406,5.099212180332632
3.9705200476872253,5.336034523213154
4.462772423770054,4.739101178740167
4.461817245017585,6.656727973520753
4.987927715191355,4.053954584924062
5.735706535203728,3.908044243506334
5.186813278582248,3.2472177558117554
3.8120342831585,5.176078042215192
5.66050458879261,5.153276450371229
4.896561031639521,4.730684667354379
3.6775697293240572,4.356151766727963
4.587992158024783,5.9455188633405625
5.307341541514915,3.4230889462188547
5.289869514393889,4.655571937623392
4.394542556740297,5.5470999048291905
5.922154006828308,5.832962260975169
4.249381028066069,4.723432043244988
5.296291020431283,5.872554087745708
4.571413532444511,4.833941563018663
4.010463916894823,3.930080269368033
5.726745188938939,6.213057959076247
4.93559218923134,5.897587110937568
5.323457094047731,4.422987350029984
5.323242056274604,6.375661725799312
4.967956216474233,6.3994598299855605
2.6568287454132276,5.735131948264128
5.077857264729046,4.732559695434487
5.08207333360062,3.222264318794772
4.803519490419846,5.319411194208008
6.321868619033658,4.536445024490588
4.276861337822845,4.551214856942261
5.81876054477164,5.294043931551017
4.526168069041105,5.459080348431316
5.0868287997725234,5.866382417958472
4.37206462331048,4.706930066621555
4.649287806025839,3.6909924359558017
5.264858027612986,5.233494933791577
5.004573614661016,4.790178889250544
3.7340539229643817,4.623763385551727
4.693466817668067,4.282421395687024
4.855741673966149,5.361394072881737
6.687055957323379,5.156147142742091
5.230360072515093,4.933413548679851
3.2837988517285837,4.976285268859435
5.053871537490887,7.203190723422914
4.827947122612787,5.269712142356943
4.968952849327903,3.954702585628668
6.022171799797288,5.672549350246079
5.707520482384907,4.186619133277379
6.254697375081237,3.7461462917064536
5.52490094192615,6.959203072403182
4.114037377129979,4.493487912441763
5.089130890554646,4.549677684952003
3.6130444631652274,5.061324588962353
4.049846673343181,5.423593947411848
4.177641964837011,6.386303476113964
4.2994369578942635,4.711939422730984
5.727631919562022,3.899081486949946
5.203446350372996,6.169144021948726
3.5622232859319425,5.165141543450525
5.232446237648826,5.699283635063267
3.893637650263968,3.8189477007217683
