Feature1,Feature2,Feature3,Feature4,Feature5
4.381041901585718,4.528980017342419,8.666582776308552,1.11276277686472,15.472943899304301
6.846435278825667,4.844789215452282,9.087496997587174,-0.6396100960376473,14.231370729573316
5.064379378362446,6.191578975021866,10.720810387575565,-2.00215822670631,16.370792439876677
4.605940072245614,6.494898058086079,10.588132715077826,-0.8330356192044234,16.402200569216344
3.33394325756203,3.83826363738397,9.472646609178549,-2.0648552473592643,14.890382367800301
3.777274728359231,5.932132964873279,10.063548694010542,-0.5264874924301398,15.28599359563862
7.448791838825486,4.802528947865085,10.166130488129609,-0.9097745358061489,13.870502848078264
6.3422576824756085,5.4368149523191835,12.986678930359123,-0.44620092348234636,14.737575723807973
4.445300340787637,3.9174260082103745,9.672073733139317,-0.9715151512792126,16.121331263710292
5.340844091201966,6.403693515890735,9.45356972979197,0.11605650352483877,16.97872939204824
4.233005117133954,4.484968372964578,10.395731881269322,0.8810871642812704,14.136922002403717
3.1965428738773145,4.373040324453562,9.864969906429371,0.37914846308100086,14.058394548319452
5.242332287211323,5.391342275045734,11.77115391185378,-0.532943543413139,14.091091773195812
3.6244712840144166,3.962604331883427,8.085316888080582,-0.5183510241718827,15.400164789465347
6.1753806688050545,2.943872277287574,8.906654164588883,0.4049756703090081,17.496110106210118
4.268670053263444,3.6294868354044967,9.706992877188782,-0.7125713284579408,16.67425340226772
5.674116193143749,5.870925725110346,8.745151583153534,-0.8996787117481588,15.670147323884974
6.432620325462004,5.328901437968337,9.888772383813215,-0.3974518274659753,14.393671123616068
5.836283242619905,3.9102444446092703,10.431413640946012,-0.5260734909153968,15.12131190876611
6.781486243123322,6.538529647443204,10.583287501527966,0.4559889682686052,15.521232343066146
5.997901493695778,6.800250649241473,11.572025012691983,-0.08297273369660155,15.353999258457996
6.475807952578979,3.3773446349283818,8.961726731609975,-0.33061088545524425,14.767803453319363
6.872393823100236,6.571859315842171,10.46388481082962,3.08883076602763,16.171995811173208
4.573090572897003,3.8558089331939884,10.63427975336889,1.3364412079875763,14.461724357007519
3.390563758114087,5.888463176841336,8.801415645015188,-1.5609964927878026,14.113909785231648
1.7894153447681278,2.829289580139192,9.418186261263472,-0.6579996544366219,15.118741322185643
6.572501759501954,5.853242093680476,11.84932473105771,1.0189776152417827,16.294012099158007
2.6515197742998375,3.292114421039837,9.320170084150945,0.030288328581078994,16.08055722317688
5.976687752506319,2.996826706293293,10.989096590508186,0.14361780577457256,14.528572563631284
2.901894957797091,4.10511336655699,10.995151307635327,0.6892599240641994,14.808385443059068
5.048492592612419,4.100270559408152,10.3378669095715,0.22841944188697494,14.65693027764071
7.606039624122623,5.2033897603806105,9.797744985319538,-1.109438308723717,14.029629672702342
6.823893933363846,6.5140445649556975,9.50503446447783,-0.47194306760968213,14.050723110648528
5.519485804809059,5.055888024894517,7.729801745089526,-1.0429619078200667,15.474748060131892
5.07009022344388,6.409955489480925,10.7757275799473,0.9304509298252038,15.136305560262576
4.230821596447371,5.262627409541057,8.157674823184255,-0.1536192839623747,12.228124360130277
3.4570802976274,4.124392003372093,10.750778575572372,0.4764574066566724,15.273695133240011
4.780289939172981,3.8965057609397773,9.713375991620895,-1.5546484285383342,15.998225587771888
6.326480013488259,5.368501818549142,10.181934175174463,-1.1565928359518056,14.547564568441526
3.756713756620984,5.087845516677747,9.8372064918822,-0.23925924920811684,16.12333903871903
5.260329138893588,4.458312655443947,8.257071354944985,0.24000131489589652,16.380892320934812
6.4257521118818826,6.301358115510063,9.826195864582068,1.6481234962131743,11.65775999594467
5.602536219058901,3.994639100734159,8.203367576800735,-0.06059802262896608,15.163405685918853
3.4622959709870784,4.648757157242686,10.10942041703155,-0.5709516817928938,14.746688367814047
0.8853441164536395,4.355185834169325,8.861008645881046,-2.3579697660662027,14.830597325328066
3.912327018519114,3.3973953509816184,10.544898938285243,-0.8100203569191915,13.92488865757317
5.932929209603156,6.079559980336423,10.552956846995317,0.16101916625897383,12.986494405344411
2.3590525712197135,5.952999343746972,10.192006928894639,-0.3222407460213081,14.201232576696215
5.712932820391517,5.894796387096239,9.791594948676803,0.8009926318550205,16.524151587984047
4.7984191539011025,4.944300884182868,10.484553764869553,2.1121281530967266,15.14337412588362
7.300087928585928,6.581411205681344,8.174881212507438,0.6253734739942591,16.850916937603206
6.690702670701016,4.307870340427414,10.508116952655268,0.6799364421337033,14.290450121757502
5.711532802513529,4.446357301362399,14.03136594890914,-0.13860139687722656,15.172151779751845
7.801733447280997,4.63940804830852,11.831129395800044,0.038140888646438414,14.808903865985247
2.2014490231278576,4.875988106130424,8.364952007454136,-0.7332734880248624,15.815360575552553
4.704742282661407,3.9684229582893824,10.210620564708314,-0.16490254454390685,15.230110857192894
5.6210497610525145,5.864174877512882,8.56488431296334,-1.0745123832673553,12.637710527436262
6.846091559373827,7.439494097548876,10.622590904111652,0.8609670258977978,16.128386279035848
4.6703747219264615,5.058335333151166,10.606296162698415,1.1694606721315135,14.960585406080977
6.587605450940193,5.241009696051928,9.65634403343735,0.9951519262161816,14.62724210786035
5.308639265286028,6.54691292547464,9.787289183588284,0.9112478303228513,15.43950002694175
6.114573127607171,3.571733731026203,9.977134028331477,0.2685539301235451,15.090016762506409
6.328043360797409,4.9569243377696495,8.801234013037504,0.8463724557745507,13.865979017083985
5.636842615594727,4.276616156068596,9.999535432997755,0.18487989000965474,15.085670403913296
5.43300937651928,3.458622592795913,9.96360731146392,1.7170969516413352,16.28201764899597
7.397304850988419,5.9636133269139275,9.495278927793107,0.9061249781233757,14.679231233392423
