Feature1,Feature2,Feature3,Feature4
5.496714153011233,10.368673308872902,16.901190685753008,20.386808520689204
4.861735698828816,9.606661187672639,14.939339186185379,21.09098042518597
5.6476885381006925,10.028744822934817,14.291593233089538,22.012270445700764
6.523029856408026,11.278451862607298,13.486285607387172,21.023709546106982
4.765846625276664,10.191099068019904,13.196860323744055,20.24930859564173
4.765863043050819,10.046436548156148,13.41586405699451,21.045088474084753
6.5792128155073915,8.64014385902008,15.267126651011484,20.14488783309689
5.7674347291529084,10.746253566027221,15.508725023229934,20.023903043284957
4.530525614065048,10.645484181141075,13.418809297967867,19.648585764286267
5.542560043585965,12.16325472330546,15.895038314076116,21.563413358832108
4.536582307187538,9.692221765047,14.516938948316561,19.181571334058
4.5342702464297435,10.21915032766394,15.14679301198555,21.532367724678117
5.241962271566035,10.249383683710755,16.612220628255425,20.499864123740373
3.086719755342202,11.577453279763475,15.896839315865531,18.600693825198057
3.2750821674869672,9.904704467613048,14.731469352094168,20.367649292991423
4.437712470759028,10.27902152577034,14.108807774584713,17.899973492348376
3.9871688796655764,10.60789650971654,12.848184598670695,20.625508016831034
5.314247332595274,10.186609123156359,14.28084668075758,20.885231482988992
4.091975924478789,9.553566385449471,14.788869761172306,19.407644044347947
3.5876962986647083,10.194089992898308,14.012820472848816,20.123547695955583
6.465648768921554,11.073631749859771,14.868743032907695,21.954157433750286
4.774223699513464,8.97348470058894,15.076851882958769,19.494253295738062
5.067528204687924,10.132969674146876,14.775144018191922,18.941092412943398
3.575251813786543,9.299879185060826,14.34999741917654,21.481663402462598
4.455617275474817,11.195046628924842,15.168654671966728,21.962587190530794
5.110922589709866,8.476813095216226,15.441940649569409,20.003695671847847
3.8490064225776974,9.441078152728412,13.909600922557154,21.011463035408354
5.3756980183456715,10.377211875064521,16.41093237974627,21.341475915530882
4.399361310081195,11.565524029234341,14.901411867715739,19.257515767461616
4.708306250206723,9.934249738927011,15.018849622944847,19.514694164632132
4.398293387770603,9.444800473306803,15.708214423256557,21.230874513154735
6.852278184508938,11.88115706944059,15.233216131263502,21.685014278708508
4.986502775262066,8.551986099583756,15.953136633913244,20.562880860174356
3.9422890710440996,7.801194043379918,15.287124165201824,19.120185646497944
5.822544912103189,10.440014450053333,14.387562625359562,21.98706111169944
3.7791563500289778,9.49794577564739,15.361503525206102,19.469029102188035
5.208863595004756,8.978767182869287,13.856273792679339,19.66486221882855
3.040329876120224,10.708356447299353,15.108559705776523,20.342337834489623
3.6718139511015693,10.243800713771199,14.966770009355539,21.554160420714773
5.1968612358691235,9.435921369263271,14.79188314272746,20.853975976552224
5.738466579995411,8.719695601329105,14.87146248856107,20.41486550036191
5.17136828118997,10.872457328280145,13.118150954502362,20.463288530118106
4.88435171761176,10.65020117795866,14.451275092259039,20.043514668643468
4.698896304410711,9.900824136220617,15.092844901141115,20.558139514518505
3.5214780096325726,11.846636996047666,15.159856391997401,17.470439922305697
4.280155791605291,8.929915233673848,13.972324859074043,19.703392540930203
4.539361229040212,8.47447482907526,16.2657078408647,20.24132193491678
6.057122226218915,9.308091930118756,14.1338251517855,18.848985916380492
5.343618289568461,9.954413983644502,15.969457200526737,20.38632331781156
3.236959844637266,10.243339449322692,15.427194361871685,19.79552877901388
5.3240839693947954,9.75876394214367,14.353772690156196,21.75547569831549
4.6149177195836835,10.352055396514297,16.77531089260951,21.573019725214856
4.323077999694041,8.748460575809556,13.80636316824352,19.534194430881836
5.611676288840868,11.443764604073259,15.919154173610002,19.849162288433305
6.030999522495951,9.917848821607432,16.00058231804298,19.926052434391607
5.931280119116199,11.117295831588127,14.329379790923355,19.548340523840377
4.160782476777362,10.342725346377705,16.39246530006433,20.195024984028127
4.690787624148785,10.456753219153784,14.749953485401047,19.24171793111241
5.331263431403564,10.569767280232204,15.288693629279857,18.869384665062473
5.975545127122359,10.447708560017315,15.26032183877122,20.622711223900268
4.52082576215471,10.642722759867544,14.865691258529452,20.62952958422181
4.8143410233361825,11.329152530132431,15.810808273159783,19.195684240340007
3.893665025993972,10.19652116970147,15.793488720552213,20.8953554307626
3.803793375919329,10.709003757588512,13.251468026761819,19.368422270834667
5.812525822394198,9.910264305712774,16.30434024287815,20.25316523803798
